3321.9760000000956,2218.8740000000043,236295.0,2618.7380000000207,2,0
4256.424000000155,3176.506000000092,307125.0,3411.9619999999663,2,0
5314.304000000054,4222.380000000155,391320.0,4273.151999999956,2,0
7080.153999999876,5998.16599999998,518850.0,5668.577000000199,2,0
6895.377999999883,5801.79799999999,508410.0,5553.689000000191,2,0
3363.9380000001006,2272.842000000008,237825.0,2651.719000000018,2,0
3297.2180000001013,2207.3640000000046,229770.0,2603.1090000000213,2,0
6685.461999999917,5605.13000000002,490995.0,5348.98100000014,2,0
5919.319999999997,4834.4340000001,433665.0,4737.4100000000335,2,0
9851.050000000218,8765.335999999927,721935.0,7929.275000000584,2,0
6913.689999999894,5824.663999999998,507825.0,5549.595000000176,2,0
5919.331999999991,4831.134000000094,432855.0,4754.416000000045,2,0
7429.075999999853,6343.77599999995,551700.0,5988.538000000242,2,0
6802.995999999904,5720.180000000018,502830.0,5456.498000000149,2,0
8192.02799999977,7102.587999999883,603000.0,6597.514000000338,2,0
6810.689999999914,5707.174000000022,498420.0,5478.345000000146,2,0
5334.768000000055,4238.704000000155,387855.0,4277.1339999999545,2,0
5128.508000000071,4032.8580000001625,378270.0,4104.2539999999335,2,0
5714.454000000014,4632.466000000122,412065.0,4553.477000000003,2,0
4363.1620000001385,3280.346000000097,312615.0,3450.8309999999697,2,0
7478.393999999839,6384.813999999944,551160.0,6022.697000000258,2,0
10009.362000000256,8916.60999999995,747405.0,8093.931000000594,2,0
4758.332000000102,3671.7900000001323,346230.0,3784.665999999949,2,0
6115.483999999963,5022.318000000071,440910.0,4888.242000000064,2,0
10426.730000000382,9341.016000000083,767610.0,8408.86500000065,2,0
6950.1619999998975,6063.63799999998,526230.0,5667.081000000177,2,1
18598.950000002555,17715.738000002315,1433295.0,15231.225000001727,2,1
7361.9119999998475,6472.903999999928,558630.0,5984.456000000242,2,1
16950.334000002094,16080.78400000187,1289745.0,13843.417000001513,2,1
6022.981999999973,5143.496000000061,448650.0,4863.991000000061,2,1
13656.39600000118,12769.044000000957,1058625.0,11208.448000001057,2,1
4494.168000000132,3612.1980000001263,331290.0,3629.0839999999575,2,1
17195.65200000217,16314.92400000193,1326060.0,14108.826000001529,2,1
5267.438000000055,4392.920000000146,385740.0,4222.218999999941,2,1
12202.492000000824,11311.414000000605,935010.0,9992.746000000881,2,1
12019.944000000789,11133.834000000548,898200.0,9736.972000000862,2,1
7558.42599999983,6674.799999999923,577665.0,6153.463000000266,2,1
18192.94600000243,17306.008000002188,1380960.0,14828.973000001653,2,1
12797.126000001002,11910.188000000757,984510.0,10492.063000000982,2,1
5596.876000000019,4707.4540000001025,421875.0,4545.1880000000065,2,1
19529.436000002806,18652.434000002573,1510110.0,16020.218000001865,2,1
8106.939999999776,7234.4919999998565,614430.0,6578.470000000347,2,1
49214.53199998682,48336.70199998793,3813660.0,40467.26599999814,2,1
17862.406000002364,16980.850000002134,1372770.0,14627.703000001651,2,1
18555.944000002517,17684.738000002282,1433340.0,15223.472000001731,2,1
